text,label,source,dialect,predicted,confidence
والله الي بتطلع بنتهم من عنده او اخته مفرعه مدرعه معطره لا يلوم الناس فيها يا هامل الزلم,1,NUHA,Unknown,0,0.98326844
ما لاشك فيه ان المغرم بنشر عيوب الناس وتبعها هو انسان مصاب بالنقص، مريض بالحقد والحسد، يضر نفسه قبل غيره، وياكلب,1,SaudiCodeMixing,Unknown,0,0.9954241
تحذير نشر روابط ملغومة تجسسية من بين الروابط على هاشتاق مركز الحياة للاعلام نرجوا الحذر ريتويت فضلا,1,Fraiwan,Unknown,0,0.99700433
العروس طلعت بقره,1,ArabicCyberbullying,Unknown,0,0.99855644
اللهم احفظ المجاهدين الموحدين وسدد رميهم وقوي عزيمتهم واحفظهم من كل شر يتربص بهم,1,Fraiwan,Unknown,0,0.95047843
انا لا اتحدث مع الكراغله لا اعطي الكلب اكثر من قيمته,1,Moroccan_Darija_v2,Moroccan,0,0.96104497
هذا ليس غريبا لا على الشيعه ولاعلى السنه اللهم تهدي الجميع وعلى راسهم خامنايي الذي اعماه الحقد,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.89872426
تعريف التطبيع هو التقاء صهاينة العرب مع صهاينة اليهود,1,ArCybC,Unknown,0,0.8376384
ماوصلت لهون يعني،هاد شغل رجل مش شغل صبيه ابدا لاتحكي بطاله شو ماكان الظرف,1,NUHA,Unknown,0,0.87373686
يوم تكلم المروك وشعبه على الرييس بوتفليقة وضحكو على مرضه واهانوه اين كنتم يوم اهانو شهداءنا بكلام حتى الصخر لا يمكنه سماعها يوم استهزءو من الرييس تبون بكلام دنيء وهاجمو الوزراء والجنرالات وعقيدة العسكر حامي البلاد,1,Algerian_Offensive,Unknown,0,0.7039239
حركات تستحي منها البنت لكنها تثير فحلها,1,AbusiveAccounts,Unknown,0,0.98047477
السيسي يتصرف كصبي بين شلة زعران كلما تفاخروا بامر تبسم فرحا وهو يردد وانا كمان وانا كمان,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.98162097
معندوش الحق يحاسبها على الماضي ديالها وهو كان ملاك,1,MAOffens,Unknown,0,0.9552398
يا جماعة ما في ولا ديسلايك ادونا ديسلايك من العين,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.6479708
ندعس على الحيه وندعس على الداب وندعس على خشم الردي لو تمادى,1,AraTox,Unknown,0,0.9775228
يجب على المقاومة الفلسطينية تصفية كل فلسطيني خاين يعمل مع الصهاينة,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.90415245
جنهم ديركت يا حطب جهنم,1,Moroccan_Darija_v2,Moroccan,0,0.753183
اله يرحم زايد الخير والعطا بس ماسرتو علا نهجه ولا تفقتو منهو مجنس ولعاد رجع الامارت حسبنا اله,1,SaudiCodeMixing,Unknown,0,0.96880174
يعني الواحد بكون نفسه يوكل بوصل على شارع الجوعانين بتسكر نفسه من الازمه,1,Arabic_Superset,Multi-dialect,0,0.9512564
الخلافة هو مثله مثل اي موضوع ديني كالصلاة مثلا دليل واضح على الترابط والتلازم بين الاحكام العقدية والفقهية،وان كلا منها ملازم للاخر,1,Fraiwan,Unknown,0,0.9606437
وحد الوقت استعمرت الشاشة تم اختفت مزية كنت نخافها,1,NUHA,Unknown,0,0.996229
عندك شيي عاوز تبيعه؟ تريد شراء شيي؟ رتويت,1,AbusiveAccounts,Unknown,0,0.9849857
والله احسب حلا تره امها والله حرامو انته يا ابو حلا انته الكلب,1,ArabicCyberbullying,Unknown,0,0.72166765
ولماذا سفراء دول الخليج ما زالوا في تونس بعد جرايم الحرب التي قاموا بها في اليمن البلد العربي المجاور الذي كاد ان يكون على اتفاق داخلي مع القوى الوطنية لولا العدوان السعودي عليه الذي اجهض الاتفاق,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.9499323
منتجات وتجارة تركيا لم يسمع بها احد الا بعد ان دعمتعا اسواق السعودية العظمى كل ماعرف عن منتجات تركيا,1,AraTox,Unknown,0,0.99692553
في بنات كدا اول ماتشوفها تحس انها مواليد برج الكلب,1,Egyptian_HateSpeech,Unknown,0,0.99465805
قناه علمانيهومذيعه علمانيه وبدافعو عن فكر علمانيالخلاصه كل من يريد الظهور والشهرهحرب على الاسلام,1,NUHA,Unknown,0,0.78204656
لعنة الله على هيك اعلام قذر حتى قناة المملكة تكتب اسراييل بدلا من فلسطين مش عارف ليش نلوم الامارات وغيرها,1,ArCybC,Unknown,0,0.96988803
الجيش الحر خسر الدنيا والاخرة حتى الامان لم يجده عند حلفايه,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.99199426
ونبي لاضربك علي بقك,1,ArabicDangerous,Unknown,0,0.99159396
بالعكس، الشيخ فركوس وكل العلماء هم من ساهم في دحض هذه الفتنة، بينما امثالك وامثال علي بن حاج ربما ياتي منهم كل انواع الفتن,1,Algerian_Offensive,Unknown,0,0.90550196
يقول المفكر الفلسطيني ادوارد سعيد من حق يهود فلسطين ان يعيشوا مع العرب الفلسطينين، ولكن ليس من العدل ان ياتي يهود المجر او اثيوبيا ويطردوا اهالي القدس وحيفا وعكا من بيوتهم او يبيدوهم في مجازر جماعية ليعيشوا محلهم المصدر كتاب خيانةالمثقفين، ادوارد سعيد,1,Arabic_Superset|arHateDataset,Multi-dialect,0,0.9676973
مش هيك بدكم هاي المساواه الي بطالبو فيها,1,NUHA,Unknown,0,0.9931759
شكون عطا الحق لشوف تيفي باش تحط تصاور الناسو تشوهم هادي راها جريمه,1,Moroccan_Darija_v2,Moroccan,0,0.50175697
مايدعوا للغرابه اني عندما نقلت منشور الاستاذ ضيف الشامي بخصوص الاستاذ احمد حامد دخل لي الدنق والاصلاحيين وحتى دنقم,1,AraTox,Unknown,0,0.9809145
بايع الكليجا فضحوونا بين العربان واشغلوا الرجال عن رزقه مهزله وقلة حياء اعطوهم متنفس وهاذي النهايه تقول غنم وفكوا عنها الشبك همج,1,Arabic_Superset|OSACT5,MSA + mixed dialects|Multi-dialect,0,0.8223556
تانياو يمكن هالحكي سمعتو بس لو العرب اتحدواو وقفو سوا بكونو اقوى من اي سلطة بس للاسف كل واحد همو حالو,1,Arabic_Superset,Multi-dialect,0,0.99781394
البطروكفرالنعمه والبذخ والهو والانغماس في ملذات الدنياوزخرفها واستحلال المعازف والخمور والاختلاط والتب,1,SaudiCodeMixing,Unknown,0,0.99221194
نعم وما بجبر حد يكون مثلي ولكن اراها مزعجه ومتصنعه,1,NUHA,Unknown,0,0.9932857
ايها النواب اين قانون استقلاليه القضاء وقانون لمخاصمته اين محاسبه الدواعش العايدون انطقو يانواب الشيعه والنواب الليبرالز اين القانونع الجميع بمسطره,1,Arabic_Superset|arHateDataset,Multi-dialect,0,0.9977047
وحدوا اللهايوا طلعوا عالمنطقة بس، مش عالعالم,1,NUHA,Unknown,0,0.99432087
شارع العدسية الرييسي كل مالو بهبوط اكترو اكثر,1,Arabic_Superset,Multi-dialect,0,0.90932935
اعلنلها رسميا اني سوف اقوم بانتخاب الزعيم,1,AntiFanatic,Unknown,0,0.9990428
راك تزيد تنحلنا الامل كي تقارنا بالبلاد الاخرا وتقعد تشكي على اموال وبترول معناها ياشعب ريح عاقل مناش راح ننفعوك كما راك حاب,1,Algerian_Offensive,Unknown,0,0.94553643
وانتصرت المقاومة والذل والخذلان للمتصهيونون,1,Arabic_Superset,Multi-dialect,0,0.99574924
اقرا التعليق مره ثانيه وبعدين اتكلم ولا تدعي الاسلام لانك غير ذلك والدليل غضبك مما كتبت,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.9275188
هذه قويه يهودي اسلم وراح للقاضي يساله قال انا اسلمت على مذهب الحوثي قال له القاضي مكانك يهودي بس انتقلت من قسم انجليزي لقسم عربي هه قبايل اليمن ضد الامارات جيش اليمن الالكترون طرد الامارات مطلب شعبي,1,arHateDataset,Multi-dialect,0,0.9412615
لا اجد افضل من كلمة دبدوب لوصف هيغوايين مع احترامي للدبدوب,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.9648737
فوبيا ايران كثير من العرب بحاجه لعلاج نفسي عاجل,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.9852309
و مثل كلمة خبيثة كشجرة خبيثة اجتثت من قوق الارض ما لها من قرار هذه هي الجامعة العربية,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.98591787
هل انا الوحيد هنا الذي يعتقد ان معظم التيلز مبالغ فيها ان لم تكن هراء كاملا؟,1,PolyGuardMix,Unknown,0,0.9762873
قدام الناس مودبه شريفه طاهره متربيه الحقيقه بقرهه للركوب والاهانه معصيتيى راحتي ديرتي ديرتية,1,AraTox,Unknown,0,0.98756987
يا بيبي انت خلقتي عالبيعة بتعرفي شو يعني ،يعني كلك على بعضك ما بتسوي شي,1,Arabic_Superset|Let-Mi,Levantine|Multi-dialect,0,0.7051203
للابد اكره الرجال الي يتدخل في امور الحريم ياخي كلزق واسترجل وفكنا منك,1,ArabicOffensive_Taxonomy|Arabic_Superset|MLMA|MultiDialect_NabilBadri|arHateDataset,Multi-dialect|Unknown,0,0.7730849
في مسايي اعشقگ انت؛و انتب العشق تگفيني الشوق السلط,1,Arabic_Superset,Multi-dialect,0,0.99201185
ازنخ من علبة السردين اقسم بالله,1,NUHA,Unknown,0,0.979314
وقال محافظ البنك المركزي بان المليارات الخليجية الستة دخلت بالفعل مغارة السيسي بابا والاربعماية حرامي وكم الف بلطجي,1,AwaneArabizi|Mubarak_AlJazeera,MSA/Mixed|Unknown,0,0.8694696
ياخي الكل ضد التعنيف بس في نسوان ما بدهم ضرب بل حرق,1,NUHA,Unknown,0,0.91941386
